15,0,3,1,60,494,19,254,0,0,25,0,1,19,16,0,3,52,210,0,3,1,19
20,3,12,5,128,514,62,362,0,0,0,0,0,0,0,0,18,385,755,0,6,0,0
21,0,5,3,104,270,47,229,0,0,59,0,1,26,24,0,7,68,59,0,1,3,46
39,65,32,11,104,1236,90,431,0,0,0,0,0,0,0,0,10,189,359,0,23,0,0
50,49,17,12,99,1166,162,367,0,0,0,0,0,0,0,0,16,251,399,0,22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,1,0,0,0,0
26,5,13,8,57,560,65,310,0,0,0,0,0,0,0,0,17,226,394,0,10,0,0
8,0,0,4,34,97,57,60,0,0,27,0,0,8,21,0,0,13,20,0,0,4,57
224,618,233,37,328,4092,154,744,0,0,0,0,0,0,0,0,24,197,239,0,134,0,0
77,27,104,6,235,1201,90,1048,0,0,0,0,0,0,0,0,9,196,349,0,57,0,0
20,1,0,9,11,357,70,29,0,0,130,0,0,16,26,0,2,31,17,0,0,5,49
38,10,3,14,58,833,138,150,0,0,259,0,2,15,35,0,14,116,74,0,2,3,92
33,10,2,13,53,874,156,117,0,0,426,0,3,85,110,0,8,126,178,0,3,3,106
10,1,3,3,75,301,45,196,0,0,0,0,0,0,0,0,13,313,841,0,2,0,0
476,2998,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0
44,25,35,6,201,906,78,839,0,0,0,0,0,0,0,0,9,251,587,0,30,0,0
47,0,0,0,30,689,0,85,0,0,2,0,0,1,0,0,3,3,0,0,1,0,0
10,1,1,4,47,194,62,107,0,0,24,0,0,0,0,0,1,5,0,0,1,1,14
5,5,0,7,10,427,73,35,0,0,0,0,0,0,0,0,7,209,340,0,1,0,0
5,0,5,0,61,204,5,186,0,0,0,0,0,0,0,0,9,119,226,0,1,0,0
